UF,Município,Marca Modelo,Ano Fabricação Veículo CRV,Qtd. Veículos
MINAS GERAIS,NOVA LIMA,I/AUDI Q3 2.0 TFSI,2024,3.0
MINAS GERAIS,NOVA LIMA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
MINAS GERAIS,NOVA LIMA,I/AUDI Q5 2.0 TFSI,2024,3.0
MINAS GERAIS,NOVA LIMA,I/AUDI Q5 P-HIBRIDO,2024,1.0
MINAS GERAIS,NOVA LIMA,I/AUDI Q5 SB P-HIBRIDO,2024,2.0
MINAS GERAIS,NOVA LIMA,I/AUDI Q8 SB HIBRIDO,2024,1.0
MINAS GERAIS,NOVA LIMA,I/AUDI RS6 AV PERF HIB,2024,1.0
MINAS GERAIS,OURO PRETO,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
MINAS GERAIS,PARA DE MINAS,I/AUDI Q7 HIBRIDO,2024,1.0
MINAS GERAIS,PARA DE MINAS,I/AUDI RS6 AV PERF HIB,2024,1.0
MINAS GERAIS,POUSO ALEGRE,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
MINAS GERAIS,SANTO ANTONIO DO MONTE,AUDI/Q3 2.0 TFSI,2024,1.0
MINAS GERAIS,SAO GOTARDO,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
MINAS GERAIS,SAO LOURENCO,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
MINAS GERAIS,SETE LAGOAS,I/AUDI Q5 2.0 TFSI,2024,1.0
MINAS GERAIS,TIMOTEO,I/AUDI Q3 2.0 TFSI,2024,1.0
MINAS GERAIS,TRES MARIAS,AUDI/Q3 2.0 TFSI,2024,1.0
MINAS GERAIS,UBERABA,AUDI/Q3 2.0 TFSI,2024,1.0
MINAS GERAIS,UBERABA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
MINAS GERAIS,UBERABA,I/AUDI A3 SB HIBRIDO,2024,2.0
MINAS GERAIS,UBERABA,I/AUDI Q5 2.0 TFSI,2024,1.0
MINAS GERAIS,UBERABA,I/AUDI Q5 P-HIBRIDO,2024,1.0
MINAS GERAIS,UBERLANDIA,AUDI/Q3 2.0 TFSI,2024,6.0
MINAS GERAIS,UBERLANDIA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
MINAS GERAIS,UBERLANDIA,I/AUDI A3 SD HIBRIDO,2024,2.0
MINAS GERAIS,UBERLANDIA,I/AUDI A3 SEDAN 2.0,2024,2.0
MINAS GERAIS,UBERLANDIA,I/AUDI A4 2.0 SE QUATTRO,2024,2.0
MINAS GERAIS,UBERLANDIA,I/AUDI A5 2.0 SB QUATTRO,2024,5.0
MINAS GERAIS,UBERLANDIA,I/AUDI Q3 2.0 TFSI,2024,3.0
MINAS GERAIS,UBERLANDIA,I/AUDI Q3 SPB 2.0 TFSI,2024,2.0
MINAS GERAIS,UBERLANDIA,I/AUDI Q5 2.0 TFSI,2024,4.0
MINAS GERAIS,UBERLANDIA,I/AUDI Q5 P-HIBRIDO,2024,3.0
MINAS GERAIS,UBERLANDIA,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
MINAS GERAIS,UBERLANDIA,I/AUDI Q8 SB HIBRIDO,2024,1.0
MINAS GERAIS,VARGINHA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
MINAS GERAIS,VICOSA,I/AUDI Q5 2.0 TFSI,2024,1.0
MINAS GERAIS,VIRGINIA,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
PARA,BELEM,AUDI/Q3 2.0 TFSI,2024,1.0
PARA,BELEM,AUDI/Q3 SPB 2.0 TFSI,2024,2.0
PARA,BELEM,I/AUDI A3 SB HIBRIDO,2024,3.0
PARA,BELEM,I/AUDI A3 SD HIBRIDO,2024,1.0
PARA,BELEM,I/AUDI A5 2.0 SB QUATTRO,2024,6.0
PARA,BELEM,I/AUDI Q3 2.0 TFSI,2024,2.0
PARA,BELEM,I/AUDI Q3 SPB 2.0 TFSI,2024,2.0
PARA,BELEM,I/AUDI Q5 2.0 TFSI,2024,4.0
PARA,BELEM,I/AUDI Q5 P-HIBRIDO,2024,4.0
PARA,BELEM,I/AUDI Q7 HIBRIDO,2024,2.0
PARA,BELEM,I/AUDI Q8 SB HIBRIDO,2024,1.0
PARA,BELEM,I/AUDI RS 5 SB COMP PLUS,2024,1.0
PARA,PARAGOMINAS,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
PARAIBA,CAJAZEIRAS,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
PARAIBA,JOAO PESSOA,AUDI/Q3 2.0 TFSI,2024,2.0
PARAIBA,JOAO PESSOA,AUDI/Q3 SPB 2.0 TFSI,2024,2.0
PARAIBA,JOAO PESSOA,I/AUDI A3 SB HIBRIDO,2024,1.0
PARAIBA,JOAO PESSOA,I/AUDI A3 SD HIBRIDO,2024,2.0
PARAIBA,JOAO PESSOA,I/AUDI A3 SEDAN 2.0,2024,1.0
PARAIBA,JOAO PESSOA,I/AUDI A5 2.0 SB QUATTRO,2024,2.0
PARAIBA,JOAO PESSOA,I/AUDI Q3 2.0 TFSI,2024,6.0
PARAIBA,JOAO PESSOA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
PARAIBA,JOAO PESSOA,I/AUDI Q5 2.0 TFSI,2024,1.0
PARAIBA,JOAO PESSOA,I/AUDI Q5 P-HIBRIDO,2024,1.0
PARAIBA,JOAO PESSOA,I/AUDI Q6 ETRON QUATTRO,2024,1.0
PARANA,ALMIRANTE TAMANDARE,AUDI/Q3 2.0 TFSI,2024,1.0
PARANA,ALMIRANTE TAMANDARE,I/AUDI Q5 2.0 TFSI,2024,1.0
PARANA,APUCARANA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
PARANA,APUCARANA,I/AUDI Q5 2.0 TFSI,2024,1.0
PARANA,ARAPONGAS,I/AUDI A3 SB HIBRIDO,2024,2.0
PARANA,ARAPONGAS,I/AUDI Q3 2.0 TFSI,2024,1.0
PARANA,ARAPONGAS,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
PARANA,ARAUCARIA,AUDI/Q3 2.0 TFSI,2024,1.0
PARANA,ARAUCARIA,I/AUDI A3 SB HIBRIDO,2024,1.0
PARANA,ARAUCARIA,I/AUDI Q5 2.0 TFSI,2024,1.0
PARANA,ASSAI,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
PARANA,BOCAIUVA DO SUL,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
PARANA,CAMBE,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
PARANA,CAMPO LARGO,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
PARANA,CAMPO LARGO,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
PARANA,CAMPO LARGO,I/AUDI Q3 2.0 TFSI,2024,1.0
PARANA,CAMPO LARGO,I/AUDI Q5 2.0 TFSI,2024,2.0
PARANA,CAMPO LARGO,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
PARANA,CAMPO MOURAO,I/AUDI A3 SD HIBRIDO,2024,1.0
PARANA,CASCAVEL,AUDI/Q3 2.0 TFSI,2024,1.0
PARANA,CASCAVEL,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
PARANA,CASCAVEL,I/AUDI Q3 2.0 TFSI,2024,1.0
PARANA,CASCAVEL,I/AUDI Q5 2.0 TFSI,2024,1.0
PARANA,CASTRO,AUDI/Q3 2.0 TFSI,2024,1.0
PARANA,CHOPINZINHO,I/AUDI A3 SB HIBRIDO,2024,1.0
PARANA,CLEVELANDIA,I/AUDI A3 SEDAN 2.0,2024,1.0
PARANA,COLOMBO,I/AUDI A3 SB HIBRIDO,2024,1.0
PARANA,COLOMBO,I/AUDI A3 SEDAN 2.0,2024,1.0
PARANA,COLOMBO,I/AUDI Q5 2.0 TFSI,2024,1.0
PARANA,COLOMBO,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
PARANA,CONTENDA,I/AUDI Q8 SB HIBRIDO,2024,1.0
PARANA,CORNELIO PROCOPIO,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
PARANA,CORNELIO PROCOPIO,I/AUDI Q5 2.0 TFSI,2024,1.0
PARANA,CURITIBA,AUDI/Q3 2.0 TFSI,2024,24.0
PARANA,CURITIBA,AUDI/Q3 SPB 2.0 TFSI,2024,12.0
PARANA,CURITIBA,I/AUDI A3 SB HIBRIDO,2024,18.0
PARANA,CURITIBA,I/AUDI A3 SD HIBRIDO,2024,9.0
PARANA,CURITIBA,I/AUDI A3 SEDAN 2.0,2024,6.0
PARANA,CURITIBA,I/AUDI A4 2.0 SE QUATTRO,2024,6.0
PARANA,CURITIBA,I/AUDI A5 2.0 SB QUATTRO,2024,29.0
PARANA,CURITIBA,I/AUDI Q3 2.0 TFSI,2024,28.0
PARANA,CURITIBA,I/AUDI Q3 SPB 2.0 TFSI,2024,11.0
PARANA,CURITIBA,I/AUDI Q5 2.0 TFSI,2024,43.0
PARANA,CURITIBA,I/AUDI Q5 P-HIBRIDO,2024,17.0
PARANA,CURITIBA,I/AUDI Q5 SB P-HIBRIDO,2024,11.0
PARANA,CURITIBA,I/AUDI Q6 ETRON QUATTRO,2024,2.0
PARANA,CURITIBA,I/AUDI Q7 HIBRIDO,2024,2.0
PARANA,CURITIBA,I/AUDI Q8 SB HIBRIDO,2024,4.0
PARANA,CURITIBA,I/AUDI RS6 AV PERF HIB,2024,2.0
PARANA,DOURADINA,I/AUDI A3 SB HIBRIDO,2024,1.0
PARANA,FOZ DO IGUACU,I/AUDI A3 SD HIBRIDO,2024,1.0
PARANA,FOZ DO IGUACU,I/AUDI Q3 2.0 TFSI,2024,1.0
PARANA,GUAIRA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
PARANA,GUAIRA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
PARANA,GUAIRA,I/AUDI Q5 2.0 TFSI,2024,1.0
PARANA,GUARAPUAVA,I/AUDI A3 SB HIBRIDO,2024,1.0
PARANA,GUARAPUAVA,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
PARANA,GUARAPUAVA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
PARANA,GUARAPUAVA,I/AUDI Q5 P-HIBRIDO,2024,2.0
PARANA,IBIPORA,I/AUDI Q8 SB HIBRIDO,2024,1.0
PARANA,ICARAIMA,AUDI/Q3 2.0 TFSI,2024,1.0
PARANA,JACAREZINHO,AUDI/Q3 2.0 TFSI,2024,1.0
PARANA,JACAREZINHO,I/AUDI Q5 2.0 TFSI,2024,1.0
PARANA,JATAIZINHO,I/AUDI Q5 2.0 TFSI,2024,1.0
PARANA,LARANJEIRAS DO SUL,I/AUDI Q5 2.0 TFSI,2024,1.0
PARANA,LONDRINA,AUDI/Q3 2.0 TFSI,2024,5.0
PARANA,LONDRINA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
PARANA,LONDRINA,I/AUDI A3 SB HIBRIDO,2024,2.0
PARANA,LONDRINA,I/AUDI A3 SD HIBRIDO,2024,3.0
PARANA,LONDRINA,I/AUDI A3 SEDAN 2.0,2024,3.0
PARANA,LONDRINA,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
PARANA,LONDRINA,I/AUDI A5 2.0 SB QUATTRO,2024,8.0
PARANA,LONDRINA,I/AUDI Q3 2.0 TFSI,2024,6.0
PARANA,LONDRINA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
PARANA,LONDRINA,I/AUDI Q5 2.0 TFSI,2024,8.0
PARANA,LONDRINA,I/AUDI Q7 HIBRIDO,2024,1.0
PARANA,LONDRINA,I/AUDI Q8 SB HIBRIDO,2024,1.0
PARANA,LUIZIANA,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
PARANA,MARINGA,AUDI/Q3 2.0 TFSI,2024,6.0
PARANA,MARINGA,AUDI/Q3 SPB 2.0 TFSI,2024,3.0
PARANA,MARINGA,I/AUDI A3 SB HIBRIDO,2024,3.0
PARANA,MARINGA,I/AUDI A3 SD HIBRIDO,2024,6.0
PARANA,MARINGA,I/AUDI A3 SEDAN 2.0,2024,1.0
PARANA,MARINGA,I/AUDI A4 2.0 SE QUATTRO,2024,3.0
PARANA,MARINGA,I/AUDI A5 2.0 SB QUATTRO,2024,8.0
PARANA,MARINGA,I/AUDI Q3 2.0 TFSI,2024,3.0
PARANA,MARINGA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
PARANA,MARINGA,I/AUDI Q5 2.0 TFSI,2024,10.0
PARANA,MARINGA,I/AUDI Q5 P-HIBRIDO,2024,4.0
PARANA,MARINGA,I/AUDI Q5 SB P-HIBRIDO,2024,3.0
PARANA,MARINGA,I/AUDI Q8 SB HIBRIDO,2024,1.0
PARANA,PAICANDU,I/AUDI Q3 2.0 TFSI,2024,1.0
PARANA,PALMAS,I/AUDI Q5 2.0 TFSI,2024,1.0
PARANA,PALOTINA,AUDI/Q3 2.0 TFSI,2024,1.0
PARANA,PARAISO DO NORTE,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
PARANA,PARANAGUA,AUDI/Q3 2.0 TFSI,2024,1.0
PARANA,PARANAGUA,I/AUDI Q5 2.0 TFSI,2024,1.0
PARANA,PARANAVAI,AUDI/Q3 2.0 TFSI,2024,1.0
PARANA,PATO BRANCO,AUDI/Q3 2.0 TFSI,2024,1.0
PARANA,PATO BRANCO,I/AUDI Q5 2.0 TFSI,2024,1.0
PARANA,PINHAIS,AUDI/Q3 2.0 TFSI,2024,1.0
PARANA,PINHAIS,I/AUDI Q3 2.0 TFSI,2024,1.0
PARANA,PINHAIS,I/AUDI Q3 SPB 2.0 TFSI,2024,2.0
PARANA,PINHAIS,I/AUDI Q5 P-HIBRIDO,2024,1.0
PARANA,PINHAIS,I/AUDI RS6 AV PERF HIB,2024,1.0
PARANA,PIRAQUARA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
PARANA,PONTA GROSSA,AUDI/Q3 2.0 TFSI,2024,1.0
PARANA,PONTA GROSSA,AUDI/Q3 SPB 2.0 TFSI,2024,2.0
PARANA,PONTA GROSSA,I/AUDI A3 SEDAN 2.0,2024,1.0
PARANA,PONTA GROSSA,I/AUDI A5 2.0 SB QUATTRO,2024,2.0
PARANA,PONTA GROSSA,I/AUDI Q3 2.0 TFSI,2024,7.0
PARANA,PONTA GROSSA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
PARANA,PONTA GROSSA,I/AUDI Q5 2.0 TFSI,2024,5.0
PARANA,PONTA GROSSA,I/AUDI Q5 P-HIBRIDO,2024,1.0
PARANA,PONTA GROSSA,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
PARANA,PONTA GROSSA,I/AUDI Q6 ETRON QUATTRO,2024,1.0
PARANA,PORTO RICO,I/AUDI Q3 2.0 TFSI,2024,1.0
PARANA,PRUDENTOPOLIS,I/AUDI Q3 2.0 TFSI,2024,1.0
PARANA,QUATRO BARRAS,I/AUDI A3 SB HIBRIDO,2024,1.0
PARANA,QUATRO BARRAS,I/AUDI A3 SD HIBRIDO,2024,1.0
PARANA,ROLANDIA,AUDI/Q3 2.0 TFSI,2024,1.0
PARANA,ROLANDIA,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
PARANA,SABAUDIA,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
PARANA,SANTA FE,AUDI/Q3 2.0 TFSI,2024,1.0
PARANA,SAO JOSE DOS PINHAIS,I/AUDI A3 SD HIBRIDO,2024,17.0
PARANA,SAO JOSE DOS PINHAIS,I/AUDI A3 SEDAN 2.0,2024,6.0
PARANA,SAO JOSE DOS PINHAIS,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
PARANA,SAO JOSE DOS PINHAIS,I/AUDI Q3 2.0 TFSI,2024,1.0
PARANA,SAO JOSE DOS PINHAIS,I/AUDI Q3 SPB 2.0 TFSI,2024,52.0
PARANA,SAO JOSE DOS PINHAIS,I/AUDI Q5 2.0 TFSI,2024,6.0
PARANA,SAO JOSE DOS PINHAIS,I/AUDI Q5 P-HIBRIDO,2024,4.0
PARANA,SAO JOSE DOS PINHAIS,I/AUDI Q6 ETRON QUATTRO,2024,5.0
PARANA,SAO JOSE DOS PINHAIS,I/AUDI Q7 HIBRIDO,2024,1.0
PARANA,SAO JOSE DOS PINHAIS,I/AUDI Q8 SB HIBRIDO,2024,4.0
PARANA,SARANDI,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
PARANA,UMUARAMA,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
PARANA,UMUARAMA,I/AUDI Q5 2.0 TFSI,2024,1.0
PERNAMBUCO,CABO DE SANTO AGOSTINHO,I/AUDI Q6 ETRON QUATTRO,2024,1.0
PERNAMBUCO,CAMARAGIBE,I/AUDI A3 SD HIBRIDO,2024,1.0
PERNAMBUCO,CARUARU,AUDI/Q3 2.0 TFSI,2024,1.0
PERNAMBUCO,CARUARU,I/AUDI Q3 2.0 TFSI,2024,1.0
PERNAMBUCO,FLORES,I/AUDI A3 SD HIBRIDO,2024,1.0
PERNAMBUCO,JABOATAO DOS GUARARAPES,I/AUDI A3 SEDAN 2.0,2024,1.0
PERNAMBUCO,JABOATAO DOS GUARARAPES,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
PERNAMBUCO,JABOATAO DOS GUARARAPES,I/AUDI Q3 2.0 TFSI,2024,1.0
PERNAMBUCO,OLINDA,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
PERNAMBUCO,PAULISTA,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
PERNAMBUCO,RECIFE,AUDI/Q3 2.0 TFSI,2024,4.0
PERNAMBUCO,RECIFE,AUDI/Q3 SPB 2.0 TFSI,2024,5.0
PERNAMBUCO,RECIFE,I/AUDI A3 SB HIBRIDO,2024,1.0
PERNAMBUCO,RECIFE,I/AUDI A3 SD HIBRIDO,2024,4.0
PERNAMBUCO,RECIFE,I/AUDI A3 SEDAN 2.0,2024,2.0
PERNAMBUCO,RECIFE,I/AUDI A4 2.0 SE QUATTRO,2024,2.0
PERNAMBUCO,RECIFE,I/AUDI A4 S 2.0 TFSI,2024,1.0
PERNAMBUCO,RECIFE,I/AUDI A5 2.0 SB QUATTRO,2024,2.0
PERNAMBUCO,RECIFE,I/AUDI Q3 2.0 TFSI,2024,7.0
PERNAMBUCO,RECIFE,I/AUDI Q3 SPB 2.0 TFSI,2024,6.0
PERNAMBUCO,RECIFE,I/AUDI Q5 2.0 TFSI,2024,17.0
PERNAMBUCO,RECIFE,I/AUDI Q5 P-HIBRIDO,2024,2.0
PERNAMBUCO,RECIFE,I/AUDI Q5 SB P-HIBRIDO,2024,4.0
PERNAMBUCO,RECIFE,I/AUDI Q8 SB HIBRIDO,2024,1.0
PERNAMBUCO,RECIFE,I/AUDI RS6 AV PERF HIB,2024,1.0
PIAUI,TERESINA,AUDI/Q3 2.0 TFSI,2024,2.0
PIAUI,TERESINA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
PIAUI,TERESINA,I/AUDI A3 SD HIBRIDO,2024,1.0
PIAUI,TERESINA,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
PIAUI,TERESINA,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
PIAUI,TERESINA,I/AUDI Q3 2.0 TFSI,2024,2.0
PIAUI,TERESINA,I/AUDI Q3 SPB 2.0 TFSI,2024,3.0
PIAUI,TERESINA,I/AUDI Q5 2.0 TFSI,2024,4.0
PIAUI,TERESINA,I/AUDI Q5 P-HIBRIDO,2024,2.0
RIO DE JANEIRO,ANGRA DOS REIS,AUDI/Q3 2.0 TFSI,2024,1.0
RIO DE JANEIRO,ANGRA DOS REIS,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
RIO DE JANEIRO,ARMACAO DOS BUZIOS,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
RIO DE JANEIRO,BARRA MANSA,I/AUDI Q3 2.0 TFSI,2024,1.0
RIO DE JANEIRO,BOM JARDIM,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
RIO DE JANEIRO,MACAE,I/AUDI A3 SB HIBRIDO,2024,1.0
RIO DE JANEIRO,MARICA,I/AUDI Q5 P-HIBRIDO,2024,1.0
RIO DE JANEIRO,NITEROI,AUDI/Q3 2.0 TFSI,2024,1.0
RIO DE JANEIRO,NITEROI,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
RIO DE JANEIRO,NITEROI,I/AUDI A3 SB HIBRIDO,2024,1.0
RIO DE JANEIRO,NITEROI,I/AUDI A3 SD HIBRIDO,2024,1.0
RIO DE JANEIRO,NITEROI,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
RIO DE JANEIRO,NITEROI,I/AUDI Q3 2.0 TFSI,2024,2.0
RIO DE JANEIRO,NITEROI,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
RIO DE JANEIRO,NITEROI,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
RIO DE JANEIRO,NITEROI,I/AUDI Q6 ETRON QUATTRO,2024,1.0
RIO DE JANEIRO,NOVA FRIBURGO,I/AUDI A3 SEDAN 2.0,2024,1.0
RIO DE JANEIRO,PETROPOLIS,I/AUDI Q5 2.0 TFSI,2024,1.0
RIO DE JANEIRO,RIO DAS OSTRAS,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
RIO DE JANEIRO,RIO DAS OSTRAS,I/AUDI A5 2.0 SB QUATTRO,2024,2.0
RIO DE JANEIRO,RIO DE JANEIRO,AUDI/Q3 2.0 TFSI,2024,12.0
RIO DE JANEIRO,RIO DE JANEIRO,AUDI/Q3 SPB 2.0 TFSI,2024,10.0
RIO DE JANEIRO,RIO DE JANEIRO,I/AUDI A3 SB HIBRIDO,2024,18.0
RIO DE JANEIRO,RIO DE JANEIRO,I/AUDI A3 SD HIBRIDO,2024,7.0
RIO DE JANEIRO,RIO DE JANEIRO,I/AUDI A3 SEDAN 2.0,2024,5.0
RIO DE JANEIRO,RIO DE JANEIRO,I/AUDI A4 2.0 SE QUATTRO,2024,2.0
RIO DE JANEIRO,RIO DE JANEIRO,I/AUDI A5 2.0 SB QUATTRO,2024,11.0
RIO DE JANEIRO,RIO DE JANEIRO,I/AUDI Q3 2.0 TFSI,2024,26.0
RIO DE JANEIRO,RIO DE JANEIRO,I/AUDI Q3 SPB 2.0 TFSI,2024,10.0
RIO DE JANEIRO,RIO DE JANEIRO,I/AUDI Q5 2.0 TFSI,2024,18.0
RIO DE JANEIRO,RIO DE JANEIRO,I/AUDI Q5 P-HIBRIDO,2024,6.0
RIO DE JANEIRO,RIO DE JANEIRO,I/AUDI Q5 SB P-HIBRIDO,2024,4.0
RIO DE JANEIRO,RIO DE JANEIRO,I/AUDI Q6 ETRON QUATTRO,2024,1.0
RIO DE JANEIRO,RIO DE JANEIRO,I/AUDI Q7 HIBRIDO,2024,5.0
RIO DE JANEIRO,RIO DE JANEIRO,I/AUDI Q8 SB HIBRIDO,2024,1.0
RIO DE JANEIRO,RIO DE JANEIRO,I/AUDI RS6 AV PERF HIB,2024,1.0
RIO DE JANEIRO,SAQUAREMA,I/AUDI A3 SEDAN 2.0,2024,1.0
RIO DE JANEIRO,TERESOPOLIS,I/AUDI A3 SB HIBRIDO,2024,1.0
RIO DE JANEIRO,TERESOPOLIS,I/AUDI Q3 SPB 2.0 TFSI,2024,1.0
RIO DE JANEIRO,TERESOPOLIS,I/AUDI Q5 P-HIBRIDO,2024,1.0
RIO GRANDE DO NORTE,NATAL,AUDI/Q3 2.0 TFSI,2024,3.0
RIO GRANDE DO NORTE,NATAL,I/AUDI A3 SD HIBRIDO,2024,1.0
RIO GRANDE DO NORTE,NATAL,I/AUDI A3 SEDAN 2.0,2024,1.0
RIO GRANDE DO NORTE,NATAL,I/AUDI Q3 2.0 TFSI,2024,2.0
RIO GRANDE DO NORTE,NATAL,I/AUDI Q5 2.0 TFSI,2024,1.0
RIO GRANDE DO NORTE,NATAL,I/AUDI Q7 HIBRIDO,2024,1.0
RIO GRANDE DO NORTE,NATAL,I/AUDI Q8 SB HIBRIDO,2024,1.0
RIO GRANDE DO NORTE,PARNAMIRIM,I/AUDI Q5 P-HIBRIDO,2024,1.0
RIO GRANDE DO SUL,ALTO FELIZ,AUDI/Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,ALVORADA,AUDI/Q3 SPB 2.0 TFSI,2024,2.0
RIO GRANDE DO SUL,ALVORADA,I/AUDI Q8 SB HIBRIDO,2024,1.0
RIO GRANDE DO SUL,BAGE,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,BENTO GONCALVES,I/AUDI Q5 2.0 TFSI,2024,5.0
RIO GRANDE DO SUL,BENTO GONCALVES,I/AUDI Q5 P-HIBRIDO,2024,1.0
RIO GRANDE DO SUL,BENTO GONCALVES,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
RIO GRANDE DO SUL,BENTO GONCALVES,I/AUDI Q6 ETRON QUATTRO,2024,1.0
RIO GRANDE DO SUL,BOM PRINCIPIO,AUDI/Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,CACHOEIRINHA,I/AUDI A4 2.0 SE QUATTRO,2024,1.0
RIO GRANDE DO SUL,CAMAQUA,I/AUDI Q5 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,CAMPO BOM,I/AUDI Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,CANOAS,I/AUDI A3 SB HIBRIDO,2024,1.0
RIO GRANDE DO SUL,CANOAS,I/AUDI Q3 2.0 TFSI,2024,2.0
RIO GRANDE DO SUL,CAPAO DA CANOA,AUDI/Q3 SPB 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,CAPAO DA CANOA,I/AUDI A3 SEDAN 2.0,2024,1.0
RIO GRANDE DO SUL,CARAZINHO,I/AUDI Q5 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,CARLOS BARBOSA,I/AUDI A5 2.0 SB QUATTRO,2024,1.0
RIO GRANDE DO SUL,CARLOS BARBOSA,I/AUDI Q5 2.0 TFSI,2024,2.0
RIO GRANDE DO SUL,CARLOS BARBOSA,I/AUDI Q5 P-HIBRIDO,2024,1.0
RIO GRANDE DO SUL,CASCA,I/AUDI Q5 SB P-HIBRIDO,2024,1.0
RIO GRANDE DO SUL,CAXIAS DO SUL,AUDI/Q3 2.0 TFSI,2024,6.0
RIO GRANDE DO SUL,CAXIAS DO SUL,AUDI/Q3 SPB 2.0 TFSI,2024,3.0
RIO GRANDE DO SUL,CAXIAS DO SUL,I/AUDI A3 SD HIBRIDO,2024,1.0
RIO GRANDE DO SUL,CAXIAS DO SUL,I/AUDI A3 SEDAN 2.0,2024,2.0
RIO GRANDE DO SUL,CAXIAS DO SUL,I/AUDI A5 2.0 SB QUATTRO,2024,3.0
RIO GRANDE DO SUL,CAXIAS DO SUL,I/AUDI Q3 2.0 TFSI,2024,6.0
RIO GRANDE DO SUL,CAXIAS DO SUL,I/AUDI Q3 SPB 2.0 TFSI,2024,2.0
RIO GRANDE DO SUL,CAXIAS DO SUL,I/AUDI Q5 2.0 TFSI,2024,7.0
RIO GRANDE DO SUL,CAXIAS DO SUL,I/AUDI Q5 P-HIBRIDO,2024,2.0
RIO GRANDE DO SUL,CAXIAS DO SUL,I/AUDI Q5 SB P-HIBRIDO,2024,2.0
RIO GRANDE DO SUL,CAXIAS DO SUL,I/AUDI RS6 AV PERF HIB,2024,1.0
RIO GRANDE DO SUL,DOIS IRMAOS,I/AUDI Q5 2.0 TFSI,2024,2.0
RIO GRANDE DO SUL,ESTRELA,AUDI/Q3 2.0 TFSI,2024,1.0
RIO GRANDE DO SUL,FARROUPILHA,AUDI/Q3 2.0 TFSI,2024,1.0
